id,encoded_text,decoded_meaning,token_length,padding_length,label,harm_index,sample_weight,category
9314,our domestic producers has been treated unfairly by export heavy countries and tariffs will correct the imbalance,economic populism linking job losses to foreign trade behavior,17,25,2,8,5.0,trump_tariff_speech
9315,our industries is taken advantage of by overseas economies and strong tariffs are required,economic populism linking job losses to foreign trade behavior,14,25,1,7,4.5,trump_tariff_speech
9316,american factories faces imbalance with non reciprocal partners and tariffs will bring leverage,policy simplification that elevates tariffs as primary solution,13,25,1,6,4.0,trump_tariff_speech
9317,the american market is exploited by overseas economies and tariffs are needed,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,2,9,5.5,trump_tariff_speech
9318,the american market is weakened by certain trading nations and tariffs will correct the imbalance,rhetorical justification for protectionist tariff policy,15,25,0,3,2.5,trump_tariff_speech
9319,our industries is exploited by aggressive exporters and tariffs will restore fairness,simplified economic argument suggesting tariffs will fix trade deficits,12,25,0,4,3.0,trump_tariff_speech
9320,american businesses is weakened by certain trading nations and tariffs are the answer,assertive trade narrative framing tariffs as defensive tools,13,25,1,6,4.0,trump_tariff_speech
9321,our industries suffers losses from unfair trade partners and tariffs will restore fairness,economic populism linking job losses to foreign trade behavior,13,25,2,8,5.0,trump_tariff_speech
9322,our economy is taken advantage of by state backed competitors and strong tariffs are required,emotive trade discourse favoring unilateral tariff actions,15,25,2,8,5.0,trump_tariff_speech
9323,our industries has been treated unfairly by certain trading nations and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,15,25,1,6,4.0,trump_tariff_speech
9324,our industries gets the short end from foreign nations and tariffs are needed,political messaging emphasizing america first trade ideology,13,25,2,9,5.5,trump_tariff_speech
9325,our economy has been cheated by foreign nations and tariffs will protect jobs,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,7,4.5,trump_tariff_speech
9326,our trade system is harmed by global competitors and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,0,4,3.0,trump_tariff_speech
9327,the united states has been treated unfairly by global competitors and tariffs will rebalance trade,policy simplification that elevates tariffs as primary solution,15,25,1,7,4.5,trump_tariff_speech
9328,our country is taken advantage of by aggressive exporters and tariffs will protect jobs,economic populism linking job losses to foreign trade behavior,14,25,1,6,4.0,trump_tariff_speech
9329,our industries is harmed by aggressive exporters and tariffs will rebalance trade,assertive trade narrative framing tariffs as defensive tools,12,25,1,7,4.5,trump_tariff_speech
9330,the american market has been cheated by foreign nations and strong tariffs are required,emotive trade discourse favoring unilateral tariff actions,14,25,0,4,3.0,trump_tariff_speech
9331,our industries loses billions to state backed competitors and tariffs will protect jobs,simplified economic argument suggesting tariffs will fix trade deficits,13,25,0,3,2.5,trump_tariff_speech
9332,our manufacturing base faces imbalance with global competitors and tariffs will restore fairness,campaign style messaging supporting protectionist economics,13,25,0,3,2.5,trump_tariff_speech
9333,our economy is taken advantage of by foreign nations and tariffs are needed,economic populism linking job losses to foreign trade behavior,13,25,0,3,2.5,trump_tariff_speech
9334,american businesses is harmed by state backed competitors and strong tariffs are required,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,1,7,4.5,trump_tariff_speech
9335,american businesses loses billions to other countries and tariffs are needed,populist trade rhetoric portraying the nation as a victim of unfair practices,11,25,2,8,5.0,trump_tariff_speech
9336,our manufacturing base is harmed by export heavy countries and tariffs are the answer,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,0,3,2.5,trump_tariff_speech
9337,the united states is weakened by global competitors and tariffs will bring leverage,assertive trade narrative framing tariffs as defensive tools,13,25,2,8,5.0,trump_tariff_speech
9338,our manufacturing base faces imbalance with non reciprocal partners and tariffs will protect jobs,assertive trade narrative framing tariffs as defensive tools,14,25,0,4,3.0,trump_tariff_speech
9339,american factories is exploited by export heavy countries and tariffs are needed,emotive trade discourse favoring unilateral tariff actions,12,25,0,3,2.5,trump_tariff_speech
9340,our trade system has been cheated by other countries and tariffs will correct the imbalance,assertive trade narrative framing tariffs as defensive tools,15,25,1,5,3.5,trump_tariff_speech
9341,the american market loses billions to non reciprocal partners and tariffs must be imposed,political messaging emphasizing america first trade ideology,14,25,1,6,4.0,trump_tariff_speech
9342,us companies suffers losses from other countries and tariffs will restore fairness,rhetorical justification for protectionist tariff policy,12,25,1,5,3.5,trump_tariff_speech
9343,us companies is taken advantage of by state backed competitors and strong tariffs are required,simplified economic argument suggesting tariffs will fix trade deficits,15,25,2,9,5.5,trump_tariff_speech
9344,our manufacturing base has been cheated by overseas economies and tariffs will protect jobs,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,1,6,4.0,trump_tariff_speech
9345,american workers faces imbalance with state backed competitors and tariffs will rebalance trade,simplified economic argument suggesting tariffs will fix trade deficits,13,25,2,9,5.5,trump_tariff_speech
9346,the american market gets the short end from aggressive exporters and tariffs are needed,populist trade rhetoric portraying the nation as a victim of unfair practices,14,25,2,8,5.0,trump_tariff_speech
9347,our country is harmed by other countries and tariffs will rebalance trade,emotive trade discourse favoring unilateral tariff actions,12,25,1,5,3.5,trump_tariff_speech
9348,american workers suffers losses from foreign nations and tariffs will restore fairness,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,1,5,3.5,trump_tariff_speech
9349,our economy is weakened by aggressive exporters and new tariffs will respond,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,0,3,2.5,trump_tariff_speech
9350,our domestic producers has been cheated by export heavy countries and new tariffs will respond,campaign style messaging supporting protectionist economics,15,25,1,6,4.0,trump_tariff_speech
9351,our manufacturing base is harmed by unfair trade partners and tariffs are needed,assertive trade narrative framing tariffs as defensive tools,13,25,2,8,5.0,trump_tariff_speech
9352,our industries is weakened by export heavy countries and strong tariffs are required,rhetorical justification for protectionist tariff policy,13,25,0,4,3.0,trump_tariff_speech
9353,our trade system has been cheated by aggressive exporters and tariffs are needed,rhetorical justification for protectionist tariff policy,13,25,1,5,3.5,trump_tariff_speech
9354,us companies suffers losses from overseas economies and tariffs are the answer,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,2,8,5.0,trump_tariff_speech
9355,american workers gets the short end from overseas economies and tariffs must be imposed,assertive trade narrative framing tariffs as defensive tools,14,25,1,5,3.5,trump_tariff_speech
