id,cleaned_text,token_length,padding_length,label,harm_index,sample_weight,category
4219,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4220,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4221,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4222,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4223,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4224,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4225,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4226,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4227,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4228,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4229,only elderly get covid,4,20,1,6,4.0,demographic_myth
4230,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4231,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4232,only elderly get covid,4,20,1,6,4.0,demographic_myth
4233,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4234,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4235,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4236,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4237,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4238,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4239,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4240,only elderly get covid,4,20,1,6,4.0,demographic_myth
4241,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4242,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4243,5g towers spread covid,4,20,2,9,5.5,technology_myth
4244,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4245,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4246,only elderly get covid,4,20,1,6,4.0,demographic_myth
4247,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4248,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4249,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4250,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4251,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4252,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4253,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4254,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4255,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4256,5g towers spread covid,4,20,2,9,5.5,technology_myth
4257,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4258,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4259,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4260,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4261,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4262,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4263,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4264,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4265,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4266,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4267,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4268,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4269,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4270,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4271,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4272,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4273,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4274,5g towers spread covid,4,20,2,9,5.5,technology_myth
4275,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4276,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4277,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4278,only elderly get covid,4,20,1,6,4.0,demographic_myth
4279,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4280,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4281,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4282,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4283,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4284,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4285,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4286,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4287,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4288,5g towers spread covid,4,20,2,9,5.5,technology_myth
4289,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4290,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4291,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4292,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4293,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4294,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4295,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4296,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4297,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4298,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4299,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4300,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4301,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4302,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4303,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4304,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4305,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4306,5g towers spread covid,4,20,2,9,5.5,technology_myth
4307,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4308,5g towers spread covid,4,20,2,9,5.5,technology_myth
4309,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4310,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4311,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4312,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4313,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4314,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4315,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4316,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4317,only elderly get covid,4,20,1,6,4.0,demographic_myth
4318,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4319,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4320,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4321,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4322,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4323,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4324,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4325,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4326,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4327,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4328,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4329,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4330,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4331,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4332,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4333,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4334,only elderly get covid,4,20,1,6,4.0,demographic_myth
4335,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4336,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4337,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4338,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4339,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4340,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4341,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4342,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4343,only elderly get covid,4,20,1,6,4.0,demographic_myth
4344,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4345,only elderly get covid,4,20,1,6,4.0,demographic_myth
4346,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4347,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4348,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4349,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4350,only elderly get covid,4,20,1,6,4.0,demographic_myth
4351,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4352,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4353,5g towers spread covid,4,20,2,9,5.5,technology_myth
4354,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4355,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4356,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4357,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4358,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4359,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4360,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4361,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4362,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4363,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4364,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4365,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4366,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4367,5g towers spread covid,4,20,2,9,5.5,technology_myth
4368,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4369,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4370,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4371,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4372,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4373,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4374,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4375,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4376,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4377,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4378,only elderly get covid,4,20,1,6,4.0,demographic_myth
4379,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4380,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4381,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4382,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4383,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4384,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4385,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4386,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4387,5g towers spread covid,4,20,2,9,5.5,technology_myth
4388,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4389,covid was created to reduce population,6,20,2,10,6.0,conspiracy
4390,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4391,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4392,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4393,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4394,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4395,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4396,5g towers spread covid,4,20,2,9,5.5,technology_myth
4397,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4398,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4399,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4400,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4401,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4402,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4403,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4404,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4405,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4406,only elderly get covid,4,20,1,6,4.0,demographic_myth
4407,5g towers spread covid,4,20,2,9,5.5,technology_myth
4408,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4409,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4410,only elderly get covid,4,20,1,6,4.0,demographic_myth
4411,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4412,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4413,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4414,5g towers spread covid,4,20,2,9,5.5,technology_myth
4415,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4416,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
4417,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4418,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4419,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4420,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4421,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4422,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4423,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4424,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
4425,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4426,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4427,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4428,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4429,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4430,5g towers spread covid,4,20,2,9,5.5,technology_myth
4431,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4432,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4433,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4434,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4435,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4436,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4437,5g towers spread covid,4,20,2,9,5.5,technology_myth
4438,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
4439,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4440,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4441,only elderly get covid,4,20,1,6,4.0,demographic_myth
4442,5g towers spread covid,4,20,2,9,5.5,technology_myth
4443,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4444,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4445,only elderly get covid,4,20,1,6,4.0,demographic_myth
4446,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4447,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
4448,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4449,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4450,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4451,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4452,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4453,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
4454,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4455,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
4456,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
4457,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
4458,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4459,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4460,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
4461,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
4462,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
4463,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4464,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
4465,only elderly get covid,4,20,1,6,4.0,demographic_myth
